file,page,title,subject_text,subject_type,relation,object_text,object_type,effect_size,avg_confidence,textBlock,affiliation,author,coreference,country,loc,org,per
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,6,16th ERPB technical session on digital euro – presentation,scheme-fees,intervention,applies_to,merchants,population,,0.969177,Competition – proposed version after feedback ECB-UNRESTRICTED Note: Only key changes will be highlighted here and in the following • There is - on a conceptual level - broad an understanding that a digital euro with mandatory acceptance and without scheme-fees for intermediaries may make intermediaries and merchants better off: This could be the case if benefits of a potentially better negotiation position vis-à-vis International Card Schemes (indirect channel) and the benefits of the compensation model (direct channel) would outweigh the downsides of potentially lower ICS volumes.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,6,16th ERPB technical session on digital euro – presentation,negotiation position,outcome,experienced_by,intermediaries,population,,0.968734,Competition – proposed version after feedback ECB-UNRESTRICTED Note: Only key changes will be highlighted here and in the following • There is - on a conceptual level - broad an understanding that a digital euro with mandatory acceptance and without scheme-fees for intermediaries may make intermediaries and merchants better off: This could be the case if benefits of a potentially better negotiation position vis-à-vis International Card Schemes (indirect channel) and the benefits of the compensation model (direct channel) would outweigh the downsides of potentially lower ICS volumes.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,6,16th ERPB technical session on digital euro – presentation,negotiation position,outcome,experienced_by,merchants,population,,0.97921,Competition – proposed version after feedback ECB-UNRESTRICTED Note: Only key changes will be highlighted here and in the following • There is - on a conceptual level - broad an understanding that a digital euro with mandatory acceptance and without scheme-fees for intermediaries may make intermediaries and merchants better off: This could be the case if benefits of a potentially better negotiation position vis-à-vis International Card Schemes (indirect channel) and the benefits of the compensation model (direct channel) would outweigh the downsides of potentially lower ICS volumes.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,9,16th ERPB technical session on digital euro – presentation,digital euro,intervention,impacts,adoption,outcome,,0.978476,"Nevertheless, we aim to share conclusions from the ERPB session on the requirements for a “fair for all” business model that ensures maximum value of lowest possible risks for actors in this space • Next to that the joint wish is to work on a staggered roll-out approach for digital euro that spreads cost over time and ensures the most important basic use cases, that ensure adoption and are most crucial for resilience purposes, are prioritised over use cases that can be introduced in a staggered approach. •",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,9,16th ERPB technical session on digital euro – presentation,digital euro,intervention,impacts,resilience,outcome,,0.979604,"Nevertheless, we aim to share conclusions from the ERPB session on the requirements for a “fair for all” business model that ensures maximum value of lowest possible risks for actors in this space • Next to that the joint wish is to work on a staggered roll-out approach for digital euro that spreads cost over time and ensures the most important basic use cases, that ensure adoption and are most crucial for resilience purposes, are prioritised over use cases that can be introduced in a staggered approach. •",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,9,16th ERPB technical session on digital euro – presentation,mutualised,intervention,impacts,total investment costs,outcome,,0.994633,Another way to reduce the total investment costs for the market is to investigate how this development (and operational) cost can be mutualised. www.ecb.europa.eu © 9,,,,,,eu,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,10,16th ERPB technical session on digital euro – presentation,digital euro,intervention,impacts,adoption,outcome,,0.974735,"Nevertheless, we aim to share conclusions from the ERPB session on the requirements for a “fair for all” business model that ensures maximum value of lowest possible risks for actors in this space […] • Next to that the joint wish is to work on a staggered, roll-out approach for digital euro that spreads cost over time and ensures the most important basic use cases that ensure adoption and are most crucial for resilience purposes, are prioritised over use cases that can be introduced in a staggered at a later stage. •",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,10,16th ERPB technical session on digital euro – presentation,digital euro,intervention,impacts,resilience,outcome,,0.975177,"Nevertheless, we aim to share conclusions from the ERPB session on the requirements for a “fair for all” business model that ensures maximum value of lowest possible risks for actors in this space […] • Next to that the joint wish is to work on a staggered, roll-out approach for digital euro that spreads cost over time and ensures the most important basic use cases that ensure adoption and are most crucial for resilience purposes, are prioritised over use cases that can be introduced in a staggered at a later stage. •",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,10,16th ERPB technical session on digital euro – presentation,development (and operational) cost,intervention,impacts,total investment costs,outcome,,0.987703,Another way to reduce the total investment costs for the market is to investigate how this development (and operational) cost can be mutualised. [,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,10,16th ERPB technical session on digital euro – presentation,mutualised,intervention,impacts,total investment costs,outcome,,0.981396,Another way to reduce the total investment costs for the market is to investigate how this development (and operational) cost can be mutualised. [,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,11,16th ERPB technical session on digital euro – presentation,offline digital euro,intervention,impacts,internet connectivity,outcome,,0.992555,"Furthermore, offline digital euro also creates the option to pay if the internet connectivity of the merchant is lost. www.ecb.europa.eu © 11",,,,,,eu,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,12,16th ERPB technical session on digital euro – presentation,offline digital euro,intervention,impacts,internet connectivity,outcome,,0.987592,"Furthermore, offline digital euro also creates the option to pay if the internet connectivity of the merchant and/or the consumer is lost. [",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,12,16th ERPB technical session on digital euro – presentation,offline digital,intervention,impacts,electricity outage,outcome,,0.997536,"no further change; offline digital may also partially address electricity outage] *See e.g., Bundesbank cash foresight study: https://www.bundesbank.de/en/press/contributions/exploring-the-future-of-cash- in-germany-a-foresight-study-942886 www.ecb.europa.eu © 12",,,,,,Bundesbank; bundesbank,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,13,16th ERPB technical session on digital euro – presentation,digital euro,intervention,applies_to,", do not have a bank account",population,,0.971687,"ECB-UNRESTRICTED Digital & Financial inclusion, privacy and fraud prevention – version shared • As many new payment methods are offering “digital-only” solutions, digital euro can complement these by a solution available to people that are not willing/able to pay with a smartphone, do not have a bank account or want to benefit from the cash-like anonymity of an offline digital euro as foreseen in the draft Digital Euro Regulation. www.ecb.europa.eu © 13",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,13,16th ERPB technical session on digital euro – presentation,Digital Euro Regulation,intervention,applies_to,", do not have a bank account",population,,0.969035,"ECB-UNRESTRICTED Digital & Financial inclusion, privacy and fraud prevention – version shared • As many new payment methods are offering “digital-only” solutions, digital euro can complement these by a solution available to people that are not willing/able to pay with a smartphone, do not have a bank account or want to benefit from the cash-like anonymity of an offline digital euro as foreseen in the draft Digital Euro Regulation. www.ecb.europa.eu © 13",,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,17,16th ERPB technical session on digital euro – presentation,fair distribution of liabilities and value,outcome,experienced_by,intermediaries,population,,0.964576,Work together with co-legislators to achieve a “fair-for-all” compensation model that reduces risk of unintended consequences and ensures fair distribution of liabilities and value between intermediaries and consumers/merchants.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,17,16th ERPB technical session on digital euro – presentation,ERPB,intervention,applies_to,co-legislators,population,,0.99951,ERPB can help the co-legislators through joint positions on outstanding topics.,,,,,,ERPB,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,digital euro roll,intervention,impacts,speed to market,outcome,,0.958532,"Therefore ECB is open for a joint effort with all stakeholders on detailing out digital euro roll-out strategy to optimise speed to market, adoption and costs for participants – ensuring costs are as low as possible and smartly spread out over time without endangering policy objectives.",,,,,,ECB,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,digital euro roll,intervention,impacts,adoption,outcome,,0.953498,"Therefore ECB is open for a joint effort with all stakeholders on detailing out digital euro roll-out strategy to optimise speed to market, adoption and costs for participants – ensuring costs are as low as possible and smartly spread out over time without endangering policy objectives.",,,,,,ECB,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,digital euro roll,intervention,impacts,costs,outcome,,0.954527,"Therefore ECB is open for a joint effort with all stakeholders on detailing out digital euro roll-out strategy to optimise speed to market, adoption and costs for participants – ensuring costs are as low as possible and smartly spread out over time without endangering policy objectives.",,,,,,ECB,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,fee reporting obligations,intervention,applies_to,merchants,population,,0.989082,"Finally address in the rulebook fee reporting obligations for acquirers: involve stakeholders, especially merchants, in shaping rulebook requirements for reporting obligations for acquirers. www.ecb.europa.eu © 18",,,,,,eu,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,fee reporting obligations,intervention,applies_to,acquirers,population,,0.953998,"Finally address in the rulebook fee reporting obligations for acquirers: involve stakeholders, especially merchants, in shaping rulebook requirements for reporting obligations for acquirers. www.ecb.europa.eu © 18",,,,,,eu,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,reporting obligations,intervention,applies_to,merchants,population,,0.995546,"Finally address in the rulebook fee reporting obligations for acquirers: involve stakeholders, especially merchants, in shaping rulebook requirements for reporting obligations for acquirers. www.ecb.europa.eu © 18",,,,,,eu,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,18,16th ERPB technical session on digital euro – presentation,reporting obligations,intervention,applies_to,acquirers,population,,0.960462,"Finally address in the rulebook fee reporting obligations for acquirers: involve stakeholders, especially merchants, in shaping rulebook requirements for reporting obligations for acquirers. www.ecb.europa.eu © 18",,,,,,eu,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,Digital Euro fraud risk management,intervention,impacts,fraud,outcome,,0.979581,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,Digital Euro fraud risk management,intervention,impacts,fraud-,outcome,,0.936324,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,digital euro,intervention,impacts,fraud,outcome,,0.998627,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,digital euro,intervention,impacts,fraud-,outcome,,0.95537,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,Digital Euro fraud risk management,intervention,applies_to,intermediaries,population,,0.93813,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,digital euro,intervention,applies_to,intermediaries,population,,0.957176,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,fraud,outcome,experienced_by,intermediaries,population,,0.958141,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,fraud-,outcome,experienced_by,intermediaries,population,,0.914884,Organise a deep dive on Digital Euro fraud risk management (tentative; subject to alignment with rulebook development group workstreams): Jointly work on the fraud management aspects to ensure fraud can be addressed by intermediaries across all payments forms and digital euro is -to the extent possible- fraud-resistant by design.,,,,,,,
ecb.deprep250820_erpb_16thtechnicalsession_presentation.en.pdf,19,16th ERPB technical session on digital euro – presentation,offline digital euro,intervention,applies_to,merchant associations,population,,0.955368,Organise a deep dive on offline digital euro [note: upon specific request of merchant associations] www.ecb.europa.eu © 19,,,,,,,
ecb.leg_reg_2025_31.en.pdf,2,Regulation ECB/2025/31 amending Regulation (EU) 2015_534 on reporting of supervisory financial information,reporting requirements,intervention,applies_to,less significant credit institutions,population,,0.976675,"ECB-PUBLIC (3) In accordance with the principle of proportionality, less significant credit institutions and less significant branches are subject to reduced reporting requirements under Regulation (EU) 2015/534 (ECB/2015/13).",,,,,,,
ecb.leg_reg_2025_31.en.pdf,2,Regulation ECB/2025/31 amending Regulation (EU) 2015_534 on reporting of supervisory financial information,reporting requirements,intervention,applies_to,less significant branches,population,,0.973995,"ECB-PUBLIC (3) In accordance with the principle of proportionality, less significant credit institutions and less significant branches are subject to reduced reporting requirements under Regulation (EU) 2015/534 (ECB/2015/13).",,,,,,,
ecb.leg_reg_2025_31.en.pdf,2,Regulation ECB/2025/31 amending Regulation (EU) 2015_534 on reporting of supervisory financial information,Single Supervisory Mechanism,intervention,applies_to,less significant credit institutions,population,,0.999371,"4) In order to exercise oversight over the functioning of the Single Supervisory Mechanism and to promote the consistent application of high supervisory standards, the ECB needs additional data points concerning these less significant credit institutions.",,,,,,ECB,
ecb.mepletter250815_Eickhout_Gerbrandy_Pietikainen_Saramo_Wolters~25dd21fe84.en.pdf,2,"Letter from the ECB President to Mr Eickhout, Mr Gerbrandy, Ms Pietikäinen, Mr Saramo and Ms Wolters, MEPs, on the collateral framework",climate change considerations,intervention,impacts,creditworthiness,outcome,,0.965222,"For example, since the end of 2024 climate change considerations have been incorporated in the in-house credit assessment systems used by national central banks to assess the creditworthiness of collateral.",,,,,,,
ecb.mepletter250815_Eickhout_Gerbrandy_Pietikainen_Saramo_Wolters~25dd21fe84.en.pdf,2,"Letter from the ECB President to Mr Eickhout, Mr Gerbrandy, Ms Pietikäinen, Mr Saramo and Ms Wolters, MEPs, on the collateral framework",emissions,outcome,experienced_by,companies,population,,0.988786,"After careful analysis, the Governing Council decided in 2024 not to implement the measure, mainly owing to the lack of granular climate data available for the collateral-eligible universe of corporate bonds – for instance on company-level emissions – and the related challenges in allocating companies to sectors.",,,measure,,,Governing Council,
ecb.mepletter250815_Eickhout_Gerbrandy_Pietikainen_Saramo_Wolters~25dd21fe84.en.pdf,2,"Letter from the ECB President to Mr Eickhout, Mr Gerbrandy, Ms Pietikäinen, Mr Saramo and Ms Wolters, MEPs, on the collateral framework",green transition,intervention,impacts,financial impacts,outcome,,0.987231,"The climate factor could reduce the effective collateral value of these assets based on sector, issuer and asset- specific data, providing a buffer against the uncertain financial impacts of the green transition.",,,,,,,
ecb.mepletter250815_Eickhout_Gerbrandy_Pietikainen_Saramo_Wolters~25dd21fe84.en.pdf,2,"Letter from the ECB President to Mr Eickhout, Mr Gerbrandy, Ms Pietikäinen, Mr Saramo and Ms Wolters, MEPs, on the collateral framework",climate factor,intervention,impacts,management of climate change risks,outcome,,0.976908,"The introduction of the climate factor is consistent with the broader ECB’s climate and nature plan5, which seeks to further enhance the management of climate change risks on the Eurosystem’s balance sheet and within its collateral framework.",,,,,,ECB; Eurosystem,
ecb.mepletter250815_Eickhout_Gerbrandy_Pietikainen_Saramo_Wolters~25dd21fe84.en.pdf,3,"Letter from the ECB President to Mr Eickhout, Mr Gerbrandy, Ms Pietikäinen, Mr Saramo and Ms Wolters, MEPs, on the collateral framework",sustainability reporting requirements,intervention,impacts,climate-related financial risks,outcome,,0.994524,"In particular, the proposed reduction in the scope of undertakings subject to sustainability reporting requirements under the CSRD would limit the availability of firm-level data, thereby weakening the Eurosystem’s ability to perform a granular assessment of climate-related financial risks on its balance sheet and within its collateral framework.",,,,,,Eurosystem,
ecb.mepletter250815_Eickhout_Gerbrandy_Pietikainen_Saramo_Wolters~25dd21fe84.en.pdf,3,"Letter from the ECB President to Mr Eickhout, Mr Gerbrandy, Ms Pietikäinen, Mr Saramo and Ms Wolters, MEPs, on the collateral framework",CSRD,intervention,impacts,climate-related financial risks,outcome,,0.988033,"In particular, the proposed reduction in the scope of undertakings subject to sustainability reporting requirements under the CSRD would limit the availability of firm-level data, thereby weakening the Eurosystem’s ability to perform a granular assessment of climate-related financial risks on its balance sheet and within its collateral framework.",,,,,,Eurosystem,
ecb.op374.en.pdf,3,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,risk- and leverage-based prudential,intervention,applies_to,banking system,population,,0.998522,Abstract This paper explores the interplay between the risk- and leverage-based prudential and the resolution frameworks within the EU banking system.,,,,,,EU,
